,REEF_ID,YEAR,SUBREGION,REGION_PS,MACROALGAE,HARD_CORAL,PSI,LON,LAT,human100km,human50km,human25km
246,1856,2004,Philippines_Spra,Indo-Pacific,6.3,14.7,0.00987,124.04831,10.28336,5950313,3066659,1424650
247,1858,2003,Philippines_Spra,Indo-Pacific,15,43.1,-0.68583,123.98944,10.26975,6021010,3111944,1664814
248,1859,2003,Philippines_Spra,Indo-Pacific,13.8,1.9,0.84971,124.02142,10.25678,5901530,3107902,1441328
249,1860,2003,Philippines_Spra,Indo-Pacific,29.1,48.8,-0.25613,124.01736,10.25194,5904680,3127148,1429411
250,1861,2003,Philippines_Spra,Indo-Pacific,18.8,21.3,0.33148,124.01117,10.28994,6039553,3091731,1669440
251,1862,2003,Philippines_Spra,Indo-Pacific,15,27.5,-0.0824,123.96964,10.25653,6021482,3160508,1672846
252,1863,2006,Philippines_Spra,Indo-Pacific,11.9,13.1,0.32899,124.02111,10.30694,6034755,3049595,1710781
253,1865,2002,Philippines_Spra,Indo-Pacific,33.1,27.2,0.76349,124.01278,10.28822,6039553,3091731,1675491
254,1866,2002,Philippines_Spra,Indo-Pacific,6.9,17.5,-0.06999,124.04728,10.11597,5488738,3161974,609136
255,1867,2002,Philippines_Spra,Indo-Pacific,34.7,8.1,1.57155,124.07092,10.27186,5890742,3010418,1213365
256,1868,2003,Philippines_Spra,Indo-Pacific,22.5,30.6,0.14194,123.98072,10.25697,5967237,3151077,1629536
257,1869,2003,Philippines_Spra,Indo-Pacific,16.9,21.3,0.24523,124.02211,10.30847,6041809,3049595,1710781
258,1870,2003,SW Pacific,Indo-Pacific,54.4,19.4,2.04279,178.0895,-18.40783,574037,116226,4074
259,1872,1997,E Indonesia_PNG,Indo-Pacific,37.2,54.1,-0.08751,117.48333,-8.26667,704707,256019,61176
260,1873,2005,Philippines_Spra,Indo-Pacific,0.6,62.5,-2.09539,120.61861,14.01833,21723114,1893962,374857
261,1874,2005,Philippines_Spra,Indo-Pacific,1.9,37.5,-1.0724,120.62778,13.98472,21000578,1758497,378266
262,1875,2005,Philippines_Spra,Indo-Pacific,4.4,42.5,-1.15049,120.60889,13.975,20455660,1585170,330544
263,1876,2005,Philippines_Spra,Indo-Pacific,10,55,-1.37446,120.61889,13.98167,20966793,1645670,345749
264,1877,2004,SW Pacific,Indo-Pacific,19.4,13.1,0.67402,167.11714,-20.78467,15887,11224,6158
265,1878,2004,SW Pacific,Indo-Pacific,16.3,72.5,-1.76277,167.12178,-20.78789,15887,11224,6158
266,1879,2004,SW Pacific,Indo-Pacific,21.3,16.3,0.63959,167.15689,-20.79394,16103,11304,6471
267,1881,2006,SW Pacific,Indo-Pacific,1.9,59.4,-1.9172,167.26436,-20.90667,19533,11329,9724
268,1883,2004,SW Pacific,Indo-Pacific,11.9,38.8,-0.66063,167.27406,-20.91567,20373,11329,9789
269,1884,2006,SW Pacific,Indo-Pacific,23.1,5,1.16032,167.41203,-21.02614,21114,11300,5670
270,1885,2006,SW Pacific,Indo-Pacific,21.3,7.5,0.97751,167.41881,-21.03094,21114,11243,5637
271,1886,2001,SW Pacific,Indo-Pacific,11.3,21.9,-0.03768,178.3145,-16.829,195394,17604,1683
272,1887,2003,Philippines_Spra,Indo-Pacific,26.3,35,0.1455,125.12322,10.16481,1952645,557445,188808
273,1888,2001,Philippines_Spra,Indo-Pacific,30,36.3,0.26974,124.00822,10.28839,6052579,3091938,1669440
274,1890,2005,Philippines_Spra,Indo-Pacific,3.8,5,0.26899,123.71969,11.29836,3587914,399559,140133
275,1891,2003,GBR,GBR,36.9,42.5,0.34465,146.5,-19.08333,182400,154267,6857
276,1892,2004,GBR,GBR,40.6,11.3,1.72402,146.87167,-19.18333,181308,153785,132781
277,1893,2006,GBR,GBR,1.6,69.1,-2.3057,146.5,-19.09,182493,154330,7039
278,1894,2001,GBR,GBR,22.5,46.9,-0.48562,146.51,-19.09,182376,154380,11976
279,1898,2004,Philippines_Spra,Indo-Pacific,20,15,0.63036,124.10406,11.34953,3098079,698943,82842
280,1900,2005,Philippines_Spra,Indo-Pacific,2.5,35,-0.9471,124.10406,11.34953,3098079,698943,82842
281,1901,2004,Philippines_Spra,Indo-Pacific,36.3,15,1.37793,124.10639,11.34583,3144513,703520,82842
282,1902,2004,Philippines_Spra,Indo-Pacific,10,6.3,0.50824,124.10697,11.32008,3215170,716262,103284
283,1904,2004,Philippines_Spra,Indo-Pacific,40,8.1,1.81595,124.11167,11.32206,3238235,727936,103307
284,1905,2004,Philippines_Spra,Indo-Pacific,21.9,3.8,1.15109,124.1145,11.32114,3257412,732148,103307
285,1907,2003,Philippines_Spra,Indo-Pacific,20.6,8.8,0.90048,124.98003,10.21772,2279429,636225,323157
286,1909,2003,Philippines_Spra,Indo-Pacific,17.8,35.3,-0.25473,124.99353,10.17419,2196945,593459,262940
287,1910,2004,SW Pacific,Indo-Pacific,19.4,25,0.21541,177.175,-17.84694,349836,104281,11948
288,1912,2004,SW Pacific,Indo-Pacific,28.8,3.1,1.4915,177.13528,-17.7375,335068,92005,1282
289,1913,2004,SW Pacific,Indo-Pacific,20.6,15,0.65911,177.15056,-17.73333,338213,101352,1786
290,1914,2004,SW Pacific,Indo-Pacific,18.1,15,0.5441,177.12139,-17.72167,325043,83108,870
291,1915,2004,SW Pacific,Indo-Pacific,12.5,18.8,0.14051,177.18111,-17.73333,353018,113825,6371
292,1916,2004,SW Pacific,Indo-Pacific,30.6,16.9,1.04674,177.1375,-17.73861,335571,93823,1282
293,1917,2004,SW Pacific,Indo-Pacific,11.9,0.6,0.81173,177.14056,-17.73556,336111,95235,1282
294,1919,2004,SW Pacific,Indo-Pacific,7.5,38.8,-0.8619,177.14111,-17.75972,336272,98571,3144
295,1920,2004,SW Pacific,Indo-Pacific,20,14.4,0.6545,177.12639,-17.73222,329352,87866,1133
296,1922,2005,SW Pacific,Indo-Pacific,13.1,62.5,-1.52034,158.95833,-19.29,0,0,0
297,1923,2005,SW Pacific,Indo-Pacific,20.6,21.9,0.3936,158.975,-19.26833,0,0,0
298,1924,2003,Philippines_Spra,Indo-Pacific,11.3,32.5,-0.44802,124.00739,10.28586,6040459,3101027,1669440
299,1925,2002,Philippines_Spra,Indo-Pacific,1.9,30.6,-0.80689,123.99933,10.28108,6027264,3123816,1669440
300,1926,2002,Philippines_Spra,Indo-Pacific,10,47.5,-1.08481,124.00697,10.28481,6035886,3101027,1669440
301,1927,2003,W Indonesia,Indo-Pacific,0.6,46.3,-1.46783,114.499,-8.09178,6105736,1545303,304440
302,1928,2005,Philippines_Spra,Indo-Pacific,1.9,16.9,-0.27588,120.98111,13.52472,8191912,1411536,201646
303,1929,2004,W Indonesia,Indo-Pacific,1.3,71.9,-2.42869,113.815,4.27444,369144,227730,64031
304,1934,2000,Taiwan_Japan,Indo-Pacific,23.1,12.5,0.87067,125.22306,25.04028,55257,53995,11521
305,1935,2006,Philippines_Spra,Indo-Pacific,0.6,49.4,-1.58851,123.37,9.99694,7619008,1481207,337326
306,1936,2005,Philippines_Spra,Indo-Pacific,2.8,20.3,-0.3655,123.37903,9.93486,7515790,1316704,351798
307,1937,2005,Philippines_Spra,Indo-Pacific,6.3,43.8,-1.1125,123.36864,9.97267,7599161,1381973,336883
308,1938,2005,Philippines_Spra,Indo-Pacific,0.9,20.6,-0.46383,123.38792,9.93394,7511100,1335597,367588
309,1939,2005,Philippines_Spra,Indo-Pacific,2.2,28.8,-0.72011,123.39092,9.93022,7502804,1321341,368239
310,1940,2005,Philippines_Spra,Indo-Pacific,1.3,10.6,-0.06326,123.39144,9.92111,7465213,1302634,368239
311,1941,2005,Philippines_Spra,Indo-Pacific,6.9,8.1,0.29206,123.39247,9.58469,4365856,1044582,203777
312,1944,2006,SE Pacific,Indo-Pacific,4.4,8.1,0.17705,-149.86306,-17.49639,189908,112593,15206
313,1945,2006,SE Pacific,Indo-Pacific,5.6,25,-0.41714,-149.80417,-17.47528,189908,142448,17974
314,1946,2004,SW Pacific,Indo-Pacific,14.4,49.4,-0.95595,177.07583,-17.57578,295265,41887,541
315,1947,2004,SW Pacific,Indo-Pacific,13.1,48.8,-0.98932,177.08511,-17.57275,302901,46079,541
316,1948,2004,SW Pacific,Indo-Pacific,35,38.4,0.41528,177.08189,-17.56983,298853,46079,1092
317,1949,2004,SW Pacific,Indo-Pacific,36.9,52.5,-0.04155,177.17567,-17.83783,351386,105099,11950
318,1950,2004,SW Pacific,Indo-Pacific,19.4,59.4,-1.11213,178.21061,-17.28983,637428,107504,10613
319,1952,2004,SW Pacific,Indo-Pacific,9.4,21.9,-0.12394,178.20692,-17.28669,637110,104814,10613
320,1954,2004,SW Pacific,Indo-Pacific,41.9,26.9,1.1781,178.21056,-17.28922,636993,107504,10613
321,1955,2004,SW Pacific,Indo-Pacific,10.6,36.3,-0.62159,178.21228,-17.28089,625408,98010,10613
322,1956,2004,SW Pacific,Indo-Pacific,10.6,27.5,-0.28367,178.214,-17.28992,636466,108634,10613
323,1957,2004,SW Pacific,Indo-Pacific,13.1,40,-0.6514,178.19908,-17.28297,633818,104814,10613
324,1958,2004,SW Pacific,Indo-Pacific,22.5,36.9,-0.09943,178.21344,-17.29119,637428,108634,10613
325,1959,2004,SW Pacific,Indo-Pacific,22.5,20.6,0.52814,178.22683,-17.282,628667,93529,9658
326,1960,2004,SW Pacific,Indo-Pacific,20.6,20,0.46602,178.2245,-17.29333,631077,105133,10680
327,1961,2004,SW Pacific,Indo-Pacific,23.1,14.4,0.79826,177.07556,-17.67694,301376,58238,448
328,1962,2004,SW Pacific,Indo-Pacific,42.5,2.5,2.1482,177.14167,-17.75389,336595,98571,2128
329,1963,2003,SW Pacific,Indo-Pacific,21.3,18.1,0.56718,177.15028,-17.73444,338213,101352,1786
330,1964,2004,SW Pacific,Indo-Pacific,12.5,23.8,-0.05259,177.16361,-17.73389,344634,104187,3248
331,1965,2004,SW Pacific,Indo-Pacific,7.5,35.6,-0.74122,177.20222,-17.79417,356819,122884,11498
332,1966,2004,SW Pacific,Indo-Pacific,18.8,80,-1.9374,177.22583,-17.70306,372182,135368,14401
333,1968,2003,SW Pacific,Indo-Pacific,5.6,15.6,-0.05509,177.12389,-17.74222,327899,86551,1135
334,1969,2003,SW Pacific,Indo-Pacific,38.1,40,0.4987,177.14917,-17.71861,337509,100892,1280
335,1970,2003,SW Pacific,Indo-Pacific,5.6,44.4,-1.16539,177.27556,-17.72056,393970,158788,29947
336,1971,2003,SW Pacific,Indo-Pacific,3.1,14.4,-0.12182,177.14,-17.73667,336111,97051,1282
337,1972,2003,SW Pacific,Indo-Pacific,16.3,33.8,-0.26627,177.18111,-17.73444,353235,113825,6371
338,1973,2003,SW Pacific,Indo-Pacific,31.9,51.3,-0.22329,177.26778,-17.65167,387301,150831,18672
339,1974,2003,SW Pacific,Indo-Pacific,20.6,40,-0.30637,177.19472,-17.76194,356603,119861,9218
340,1975,2003,SW Pacific,Indo-Pacific,6.9,36.9,-0.81824,177.12639,-17.73333,329574,88370,1133
341,1976,2003,SW Pacific,Indo-Pacific,21.9,21.3,0.47525,177.1375,-17.73972,335571,93823,1282
342,1977,2003,SW Pacific,Indo-Pacific,8.1,31.3,-0.5435,177.17639,-17.84972,349836,105625,11948
343,1978,2003,SW Pacific,Indo-Pacific,29.4,31.9,0.40995,177.19,-17.84528,354235,110286,12797
344,1979,2003,SW Pacific,Indo-Pacific,22.5,3.1,1.20398,177.14028,-17.73778,336362,97051,1282
345,1980,2003,SW Pacific,Indo-Pacific,33.1,45,0.07558,177.19583,-17.85444,354239,113095,13303
346,1981,2003,SW Pacific,Indo-Pacific,8.1,19.4,-0.0849,177.13611,-17.73944,335571,93823,1282
347,1982,2004,SW Pacific,Indo-Pacific,16.3,48.8,-0.84556,177.12972,-17.73111,332354,88370,1133
348,1985,2001,Philippines_Spra,Indo-Pacific,2.5,67.5,-2.20223,123.15983,9.70567,4351430,1452172,236052
349,1986,2004,SW Pacific,Indo-Pacific,14.7,44.7,-0.76227,168.41067,-17.33594,78563,48399,2772
350,1988,2003,SW Pacific,Indo-Pacific,33.1,75,-1.083,164.76247,-21.08714,66663,30064,7324
351,1991,2004,SW Pacific,Indo-Pacific,26.3,21.3,0.67652,164.95844,-21.41058,65207,21121,4254
352,1992,2004,SW Pacific,Indo-Pacific,67.5,16.9,2.74315,164.96725,-21.38033,66374,23681,5140
353,1993,2004,SW Pacific,Indo-Pacific,24.4,3.8,1.2661,164.98058,-21.36731,66822,24986,5980
354,1994,2004,SW Pacific,Indo-Pacific,29.4,14.4,1.08579,164.98322,-20.64464,61891,26269,5725
355,1995,2003,SW Pacific,Indo-Pacific,21.3,31.3,0.0603,164.99244,-20.69058,63598,28397,7404
356,1996,2004,SW Pacific,Indo-Pacific,30.6,26.3,0.68469,165.07169,-20.63053,62527,22022,3627
357,1998,2000,E Indonesia_PNG,Indo-Pacific,3.8,73.1,-2.36196,116.70297,-8.30678,3502582,1184141,103839
358,1999,2000,E Indonesia_PNG,Indo-Pacific,1.9,15.6,-0.2276,116.70694,-8.29267,3501611,1132256,71475
359,2001,2002,GBR,GBR,17.5,51.3,-0.8846,145.82439,-15.25886,1856,0,0
360,2002,2005,Taiwan_Japan,Indo-Pacific,0.6,63.1,-2.11953,123.9761,24.36746,49935,48008,26911
361,2003,2001,Taiwan_Japan,Indo-Pacific,6.9,35.6,-0.76997,122.97908,24.46536,5153,1892,1892
362,2004,2001,Taiwan_Japan,Indo-Pacific,2.5,37.5,-1.04365,122.97928,24.4655,5153,1892,1892
363,2005,2000,Taiwan_Japan,Indo-Pacific,17.8,51.9,-0.89436,123.73333,24.28333,49900,27491,3247
364,2006,2000,Taiwan_Japan,Indo-Pacific,6.3,41.3,-1.01596,123.98222,24.38083,49935,48008,26911
365,2007,2002,Taiwan_Japan,Indo-Pacific,20,39.4,-0.31099,124.02933,24.24778,49270,47867,24251
366,2008,2000,Taiwan_Japan,Indo-Pacific,43.1,30.3,1.10285,124.07975,24.45047,49270,47877,41263
367,2009,1999,Taiwan_Japan,Indo-Pacific,0.6,29.4,-0.81612,124.07453,24.45028,49270,47877,40879
368,2010,2000,Taiwan_Japan,Indo-Pacific,21.3,31.6,0.04823,124.10319,24.45511,49270,47877,43455
369,2012,2001,Taiwan_Japan,Indo-Pacific,8.1,43.8,-1.02625,125.247,25.01567,55257,53995,30480
370,2013,2001,Taiwan_Japan,Indo-Pacific,52.5,28.8,1.59448,126.77242,26.30506,800073,9514,8895
371,2014,2001,Taiwan_Japan,Indo-Pacific,31.3,17.5,1.05136,126.77778,26.30169,856497,9568,8895
372,2015,1999,Taiwan_Japan,Indo-Pacific,13.1,20,0.12098,126.79694,26.37142,878521,9845,8895
373,2016,2002,Taiwan_Japan,Indo-Pacific,12.8,17.2,0.21522,126.87056,26.32078,1106430,11458,8895
374,2017,2001,Taiwan_Japan,Indo-Pacific,14.1,25.3,-0.04105,126.87389,26.32222,1106430,11458,8895
375,2018,1998,Taiwan_Japan,Indo-Pacific,4.4,61.9,-1.89874,127.36018,26.22172,1246168,1015896,1755
376,2019,2002,Taiwan_Japan,Indo-Pacific,6.9,5.3,0.40068,128.06694,26.50678,1250112,971615,142619
377,2020,2001,Taiwan_Japan,Indo-Pacific,17.2,17.5,0.40442,128.06683,26.50406,1250112,971615,145371
378,2021,2002,Taiwan_Japan,Indo-Pacific,15.6,16.3,0.38082,127.70839,26.09858,1249066,1135096,813611
379,2023,1997,GBR,GBR,50.6,25,1.65304,146.49444,-18.57361,181629,10790,1580
380,2024,2002,Taiwan_Japan,Indo-Pacific,25,43.8,-0.24993,129.34889,28.10694,108851,74825,16119
381,2026,2003,W Indonesia,Indo-Pacific,7.5,56.3,-1.53774,110.41517,-5.87906,968008,8650,7740
382,2027,2006,W Indonesia,Indo-Pacific,0.3,52.5,-1.72357,110.34083,-5.79403,464042,8650,8397
383,2032,2005,GBR,GBR,4,38.8,-1.02483,146.54292,-18.65733,179144,9815,727
384,2033,2005,GBR,GBR,2.5,12.5,-0.07817,146.69289,-18.68961,177372,3947,513
385,2034,2005,GBR,GBR,3.1,26.9,-0.60457,146.48244,-18.57839,181649,11866,1652
386,2035,2005,GBR,GBR,3.3,29.4,-0.69536,146.48803,-18.55106,182462,11190,1439
387,2036,2006,GBR,GBR,0.3,21.6,-0.52881,146.50703,-18.66894,180072,11993,991
388,2037,2005,Philippines_Spra,Indo-Pacific,1.3,13.1,-0.15981,124.25203,11.11869,4723586,937023,98177
389,2038,2003,E Indonesia_PNG,Indo-Pacific,7.5,31.9,-0.59639,119.61417,0.09444,396082,103699,8117
390,2039,2003,E Indonesia_PNG,Indo-Pacific,7.5,39.4,-0.88604,119.62347,0.08522,406594,118379,9659
391,2040,2005,E Indonesia_PNG,Indo-Pacific,0.6,31.3,-0.88854,119.77889,-0.73556,1064814,664464,299274
392,2041,2006,E Indonesia_PNG,Indo-Pacific,3.1,20,-0.33906,119.85444,-0.72642,1071200,694614,382468
393,2042,2002,E Indonesia_PNG,Indo-Pacific,3.1,6.3,0.19196,119.85586,-0.74772,1074619,709791,413004
394,2043,2004,E Indonesia_PNG,Indo-Pacific,7.2,35.6,-0.75559,119.79911,0.15014,441064,165078,43093
395,2044,2003,E Indonesia_PNG,Indo-Pacific,1.9,25.6,-0.6138,119.80578,-0.14656,822432,188251,75419
396,2045,2001,E Indonesia_PNG,Indo-Pacific,26.9,20,0.75354,119.61519,0.096,396082,105503,8117
397,2046,2002,E Indonesia_PNG,Indo-Pacific,21.9,26.3,0.28215,119.62389,0.09139,398408,114012,9659
398,2048,2003,South China Sea,Indo-Pacific,0.6,62.8,-2.10746,102.75842,5.92325,1953956,375701,39334
399,2049,2002,SW Pacific,Indo-Pacific,27.5,24.4,0.61333,177.283,-16.93697,164589,13016,7222
400,2050,2005,E. Indian Ocean,Indo-Pacific,0.6,34.1,-0.99715,98.76939,7.72864,1500664,280488,4341
401,2051,2001,NCentrral Austra,Indo-Pacific,6.3,58.1,-1.66766,136.83222,-13.92456,2959,2497,723
402,2052,2004,Philippines_Spra,Indo-Pacific,18.8,7.5,0.8625,124.24306,11.11222,4745749,926187,108474
403,2053,2006,GBR,GBR,4.4,38.8,-1.00567,145.86756,-16.23086,158930,1007,0
404,2055,2004,GBR,GBR,17.5,43.1,-0.57082,145.76322,-15.39681,6981,0,0
405,2056,2004,GBR,GBR,28.1,53.1,-0.46822,145.81958,-15.97575,44902,1847,0
406,2057,2006,GBR,GBR,0.6,41.9,-1.29887,145.85967,-16.24233,159444,1436,0
407,2058,2004,GBR,GBR,16.3,32.8,-0.23006,145.86394,-16.24164,159304,1007,0
408,2059,2004,GBR,GBR,17.5,23.8,0.17743,145.96628,-16.24186,158057,3,0
409,2060,2004,GBR,GBR,22.5,37.5,-0.12357,145.82236,-15.98289,44912,1704,0
410,2061,2004,GBR,GBR,7.5,42.5,-1.00672,145.864,-16.24167,159304,1007,0
411,2062,2004,GBR,GBR,8.8,46.9,-1.11818,145.67539,-14.93019,232,6,0
412,2063,2003,GBR,GBR,5.6,31.3,-0.65852,145.81322,-15.93622,35872,1597,0
413,2064,2003,GBR,GBR,33.8,43.8,0.15261,145.80644,-15.95575,40931,2227,0
414,2065,2006,GBR,GBR,9.4,55.6,-1.42735,145.82239,-15.98297,44912,1704,0
415,2067,2003,GBR,GBR,17.5,16.9,0.44294,145.85133,-16.23417,159343,1722,0
416,2068,2004,GBR,GBR,21.9,22.5,0.42697,145.869,-16.24067,159272,864,0
417,2069,2004,SW Pacific,Indo-Pacific,22.2,64.5,-1.17971,168.2125,-17.7175,53431,49200,30257
418,2070,2004,SW Pacific,Indo-Pacific,15,20,0.20724,168.15783,-17.63933,62668,49200,19951
419,2071,2004,SW Pacific,Indo-Pacific,19.4,28.1,0.09473,168.14628,-17.64111,62668,49200,19951
420,2073,2004,SW Pacific,Indo-Pacific,55.6,23.8,1.93134,168.294,-17.73967,53576,49200,43853
421,2074,2004,SW Pacific,Indo-Pacific,35.6,35.6,0.55265,168.278,-17.73817,53476,49200,38944
422,2075,2004,SW Pacific,Indo-Pacific,11.9,15.6,0.23244,166.88278,-22.39417,119513,92994,4954
423,2076,2004,SW Pacific,Indo-Pacific,23.1,16.3,0.72585,166.84722,-22.35611,121096,102943,6280
424,2077,2005,Philippines_Spra,Indo-Pacific,0.6,25,-0.64717,120.98019,13.52456,8195721,1413241,201646
425,2084,2003,W Indonesia,Indo-Pacific,0.6,48.8,-1.56437,117.325,7.37533,145105,33739,14854
426,2085,2003,W Indonesia,Indo-Pacific,29.4,55.6,-0.50726,117.3435,7.39333,139033,33085,11374
427,2087,2003,W Indonesia,Indo-Pacific,0.6,54.4,-1.78161,117.34833,7.26033,163165,42051,19447
428,2094,2005,South China Sea,Indo-Pacific,33.8,19.4,1.09396,104.55,1.25,6111165,340593,37595
429,2097,2003,South China Sea,Indo-Pacific,3.1,58.8,-1.83556,103.02806,5.76222,1482824,213550,2495
430,2100,2004,GBR,GBR,25.4,60.4,-0.87441,145.75633,-14.917,172,1,0
431,2101,2004,GBR,GBR,21.9,58.1,-0.94884,145.77686,-15.51253,10115,0,0
432,2102,2004,GBR,GBR,26.3,27.8,0.42308,146.55703,-13.80122,0,0,0
433,2109,2005,South China Sea,Indo-Pacific,14.4,56.3,-1.22146,104.31667,1.18333,6757628,2422652,107983
434,2110,2004,South China Sea,Indo-Pacific,1.9,33.8,-0.92758,104.53333,1.2,6156415,359229,137534
435,2111,2005,South China Sea,Indo-Pacific,17.5,53.1,-0.95701,104.38333,1.2,6651946,1461500,150203
436,2113,2005,SE Pacific,Indo-Pacific,5,31.3,-0.68727,-145.6445,-16.07517,2297,661,430
437,2114,2005,SE Pacific,Indo-Pacific,8.8,14.7,0.12488,-145.64433,-16.07617,2297,661,430
438,2115,1998,W Indonesia,Indo-Pacific,7.5,50.6,-1.32051,118.75556,4.57528,410740,103455,16158
439,2118,1998,W Indonesia,Indo-Pacific,1.3,75.6,-2.57352,118.25833,4.95,821008,143824,19494
440,2119,1998,W Indonesia,Indo-Pacific,0.6,78.1,-2.69882,118.70333,4.93667,527048,62483,13291
441,2123,1998,W Indonesia,Indo-Pacific,3.8,78.1,-2.55506,118.39167,4.76333,617464,212064,27997
442,2124,1998,W Indonesia,Indo-Pacific,0.6,53.1,-1.73333,118.36333,4.80333,672818,199147,21471
443,2127,1998,W Indonesia,Indo-Pacific,15.6,62.5,-1.40533,118.56167,4.94833,614457,86647,13712
444,2128,2004,E. Indian Ocean,Indo-Pacific,8.8,51.9,-1.31128,95.25778,5.88,771455,391343,24670
445,2129,2005,E. Indian Ocean,Indo-Pacific,1.3,17.5,-0.32877,95.12094,6.0725,548886,28914,127
446,2130,2005,Philippines_Spra,Indo-Pacific,6.3,65,-1.93317,120.41028,12.66772,624744,4883,21
447,2133,2005,Philippines_Spra,Indo-Pacific,5.6,58.1,-1.69641,120.63,13.98683,21003072,1827928,391714
448,2135,2004,Philippines_Spra,Indo-Pacific,0.6,43.1,-1.34714,123.81958,11.18825,4853989,521022,284167
449,2136,2004,Philippines_Spra,Indo-Pacific,0.6,49.4,-1.58851,123.82144,11.18983,4847382,521022,284167
450,2137,2005,Philippines_Spra,Indo-Pacific,1.9,21.9,-0.46897,123.82772,11.20294,4754379,494504,280711
451,2138,2005,Philippines_Spra,Indo-Pacific,6.3,9.4,0.21504,123.82775,11.20294,4754379,494504,280711
452,2139,2005,Philippines_Spra,Indo-Pacific,8.8,30,-0.46648,123.77236,11.21397,4609652,500833,197273
453,2144,1997,W Indonesia,Indo-Pacific,17.5,13.1,0.58776,113.89694,4.34167,374653,242730,116625
454,2145,1997,W Indonesia,Indo-Pacific,3.8,43.8,-1.22751,113.89917,4.34361,374916,243146,116625
455,2146,2006,SW Pacific,Indo-Pacific,1.9,45,-1.36205,179.28683,-16.81233,146534,77736,12252
456,2147,2006,SW Pacific,Indo-Pacific,4.4,48.1,-1.36772,179.24197,-16.81486,146398,81166,13915
457,2148,2002,SW Pacific,Indo-Pacific,32.5,17.5,1.10886,179.28683,-16.81217,146534,77736,12252
458,2149,2004,W Indonesia,Indo-Pacific,8.1,25.6,-0.32627,118.62567,4.11789,304598,81481,896
459,2150,2004,W Indonesia,Indo-Pacific,2.5,40.6,-1.16433,118.63606,4.10606,291962,73686,588
460,2154,2004,W Indonesia,Indo-Pacific,12.5,35,-0.48706,118.83256,4.64644,385153,69188,1765
461,2156,2004,Philippines_Spra,Indo-Pacific,7.5,31.9,-0.59639,124.03094,10.78319,5688046,1894638,286587
462,2157,2004,Philippines_Spra,Indo-Pacific,15,55.6,-1.16857,124.03169,10.78756,5663536,1831964,281892
463,2159,2006,SW Pacific,Indo-Pacific,6.9,12.5,0.1231,165.45331,-21.66164,66975,26162,6778
464,2160,2004,SW Pacific,Indo-Pacific,20,34.4,-0.11789,165.45417,-21.62983,68058,27762,7790
465,2161,2004,SW Pacific,Indo-Pacific,25.6,21.9,0.62363,165.45628,-21.65353,67505,27077,7503
466,2162,2004,SW Pacific,Indo-Pacific,7.5,26.9,-0.4033,166.23817,-22.33883,133592,102251,61862
467,2163,2004,SW Pacific,Indo-Pacific,40,13.1,1.62286,166.26344,-21.59336,149522,24613,5900
468,2164,2006,SW Pacific,Indo-Pacific,6.3,56.9,-1.61938,166.30333,-21.64217,148375,25421,6841
469,2165,2004,SW Pacific,Indo-Pacific,20.6,35,-0.11327,166.33747,-21.55633,148563,19562,3771
470,2166,2006,SW Pacific,Indo-Pacific,4.4,43.8,-1.19876,166.36867,-22.44383,127421,100527,78816
471,2167,2005,Philippines_Spra,Indo-Pacific,3.1,58.1,-1.81142,120.22297,14.76711,19604187,1636960,416745
472,2168,2005,Philippines_Spra,Indo-Pacific,8.1,44.4,-1.05038,120.23917,14.75722,20450705,1707926,434101
473,2169,2003,E Indonesia_PNG,Indo-Pacific,0.6,41.3,-1.27473,123.72019,-5.46936,196783,89887,47169
474,2171,2004,E Indonesia_PNG,Indo-Pacific,25.9,22.5,0.61386,123.9075,-5.71511,124495,57503,32283
475,2174,2004,E Indonesia_PNG,Indo-Pacific,25.9,21.9,0.638,123.755,-5.96556,122684,51273,576
476,2176,2003,SW Pacific,Indo-Pacific,20,33.8,-0.09375,178.38733,-18.16683,577381,276329,145978
477,2179,2003,SW Pacific,Indo-Pacific,20.6,41.9,-0.37878,178.39967,-18.15967,569078,277110,151866
478,2180,2002,E Indonesia_PNG,Indo-Pacific,1.3,50.6,-1.60803,147.28417,-9.59167,377631,302353,177819
479,2188,2005,SE Pacific,Indo-Pacific,1.3,30,-0.81151,-145.46217,-16.50833,1720,509,125
480,2189,2005,SE Pacific,Indo-Pacific,14.4,28.8,-0.15943,-145.462,-16.50967,1720,509,125
481,2190,2006,SW Pacific,Indo-Pacific,1.3,68.1,-2.28387,157.43367,-8.70661,62288,17401,4903
482,2193,2006,SW Pacific,Indo-Pacific,1.3,74.4,-2.52524,157.44839,-8.70414,62288,19510,4300
483,2197,2005,SW Pacific,Indo-Pacific,11.9,54.4,-1.26406,157.49108,-8.70953,61135,21471,3245
484,2198,2005,SW Pacific,Indo-Pacific,1.9,25.6,-0.6138,157.50056,-8.70772,60818,22394,3245
485,2200,2005,SW Pacific,Indo-Pacific,1.3,3.8,0.20225,157.51639,-8.75503,58511,19213,2315
486,2201,2005,SW Pacific,Indo-Pacific,3.8,60,-1.85508,157.4405,-8.7095,62255,17401,4587
487,2202,2004,South China Sea,Indo-Pacific,16.9,70.6,-1.66161,104.15739,2.82417,122920,4533,3798
488,2203,2005,SE Pacific,Indo-Pacific,7.8,31.9,-0.58202,-145.88061,-15.93214,2937,536,176
489,2205,2005,SE Pacific,Indo-Pacific,2.8,22.2,-0.43791,-146.21364,-15.86003,2616,811,32
