,REEF_ID,YEAR,SUBREGION,REGION_PS,MACROALGAE,HARD_CORAL,PSI,LON,LAT,human100km,human50km,human25km
490,2206,2001,E Indonesia_PNG,Indo-Pacific,12.5,5.6,0.64738,123.86231,-5.77381,127677,55423,30883
491,2207,2000,E Indonesia_PNG,Indo-Pacific,55.6,55.6,0.70035,123.87917,-5.7789,126003,55423,31022
492,2208,2004,SW Pacific,Indo-Pacific,23.8,56.9,-0.81431,177.0905,-17.58383,305650,45677,543
493,2209,2003,Western Pacific,Indo-Pacific,35.6,76.3,-1.01626,142.20181,27.09133,1870,1601,1048
494,2211,2003,E Indonesia_PNG,Indo-Pacific,1.9,9.7,0.0017,123.83972,-5.87444,120520,53467,30361
495,2212,2000,E Indonesia_PNG,Indo-Pacific,38.1,26.3,1.02972,123.73464,-5.73464,154794,80483,29695
496,2213,2000,E Indonesia_PNG,Indo-Pacific,45,33.8,1.05635,123.88333,-5.75,127677,56819,33600
497,2214,2001,E Indonesia_PNG,Indo-Pacific,24.4,41.9,-0.20627,123.89344,-5.72306,127677,57503,32283
498,2216,2006,GBR,GBR,11.9,3.1,0.71518,146.95625,-18.95606,176120,133712,1912
499,2217,2004,GBR,GBR,4.4,70.6,-2.23666,147.52117,-18.79492,103219,0,0
500,2219,2003,GBR,GBR,48.8,41.3,0.93922,149.06383,-19.81117,17364,757,0
501,2220,2004,GBR,GBR,17.5,40.6,-0.47427,147.62728,-18.82631,35934,0,0
502,2221,2005,SE Pacific,Indo-Pacific,18.8,39.1,-0.35642,-145.46867,-16.52467,1720,509,130
503,2222,2000,E Indonesia_PNG,Indo-Pacific,16.9,37.5,-0.38234,149.33333,-9.06667,90752,9837,2769
504,2223,2000,E Indonesia_PNG,Indo-Pacific,20,33.1,-0.06962,149.33333,-9.08333,93406,10703,2857
505,2224,2000,E Indonesia_PNG,Indo-Pacific,15.6,15.6,0.40495,149.36667,-9.08333,92969,9486,2294
506,2225,1998,E Indonesia_PNG,Indo-Pacific,20,46.9,-0.60063,149.31722,-9.08056,93341,11093,3450
507,2228,2004,E Indonesia_PNG,Indo-Pacific,31.9,48.1,-0.10261,150.24661,-2.67258,25983,17374,11045
508,2229,2004,E Indonesia_PNG,Indo-Pacific,20.6,38.8,-0.2581,150.25414,-2.66967,26037,17424,11045
509,2230,2004,E Indonesia_PNG,Indo-Pacific,16.9,41.9,-0.5513,150.30436,-2.67292,26858,17814,10409
510,2231,2004,E Indonesia_PNG,Indo-Pacific,34.4,42.2,0.24171,150.30542,-2.67661,26858,17814,10409
511,2232,2004,E Indonesia_PNG,Indo-Pacific,24.7,55.3,-0.71084,150.31081,-2.67986,27009,17814,10201
512,2234,2003,South China Sea,Indo-Pacific,14.4,56.3,-1.22146,107.57917,21.04167,2553051,419536,77918
513,2235,2003,South China Sea,Indo-Pacific,0.6,23.1,-0.57475,107.5875,21.06667,2473898,389690,79744
514,2237,2000,E Indonesia_PNG,Indo-Pacific,16.3,36.9,-0.38695,123.89731,-5.72386,127677,57503,32283
515,2239,2001,Hawaiian Islands,Indo-Pacific,0.6,100,-3.54362,-156.43883,20.68817,146052,127923,93304
516,2241,2004,Hawaiian Islands,Indo-Pacific,3.1,11.3,-0.00114,-159.33019,22.05147,62985,62823,49338
517,2246,2004,E Indonesia_PNG,Indo-Pacific,8.8,34.4,-0.63544,123.69583,-5.49633,221863,89887,44753
518,2248,2004,E Indonesia_PNG,Indo-Pacific,3.8,53.1,-1.58957,123.73267,-5.4575,195474,89887,47169
519,2251,2004,E Indonesia_PNG,Indo-Pacific,1.9,17.5,-0.30001,123.71144,-5.462,215761,89876,56499
520,2252,2005,Taiwan_Japan,Indo-Pacific,5.6,33.8,-0.75506,135.69667,33.34444,521512,126415,19578
521,2253,2005,Taiwan_Japan,Indo-Pacific,3.1,41.9,-1.18386,135.6975,33.34611,532494,131354,19793
522,2258,2003,SW Pacific,Indo-Pacific,5,25.6,-0.47003,177.35767,-16.918,178242,11607,7990
523,2260,2004,E Indonesia_PNG,Indo-Pacific,16.9,80,-2.02366,123.89956,-5.75978,123839,55423,33762
524,2261,2004,E Indonesia_PNG,Indo-Pacific,10.6,19.4,0.03011,123.72256,-5.47114,195125,89887,47169
525,2262,1999,E Indonesia_PNG,Indo-Pacific,1.9,44.4,-1.33791,150.18606,-5.08878,70990,6665,2600
526,2263,1999,E Indonesia_PNG,Indo-Pacific,55.6,85.6,-0.45823,150.20647,-5.09328,72648,6972,2375
527,2264,1999,E Indonesia_PNG,Indo-Pacific,0.6,44.4,-1.39542,150.09164,-5.43397,133814,33970,8468
528,2265,1999,E Indonesia_PNG,Indo-Pacific,30,57.5,-0.55092,150.09547,-5.43178,134194,33923,8279
529,2266,1999,E Indonesia_PNG,Indo-Pacific,35.3,33.1,0.63482,150.104,-5.29325,109278,20801,4671
530,2267,1999,E Indonesia_PNG,Indo-Pacific,21.3,54.7,-0.84484,150.10617,-5.10617,70418,7018,3107
531,2268,1999,E Indonesia_PNG,Indo-Pacific,29.4,63.8,-0.82104,150.13111,-5.28367,108708,20571,4786
532,2269,1999,E Indonesia_PNG,Indo-Pacific,17.5,72.2,-1.6932,150.15169,-5.20319,93047,14001,3668
533,2270,2001,SW Pacific,Indo-Pacific,23.1,23.8,0.4362,178.31967,-16.85233,215481,18071,1397
534,2271,2003,E Indonesia_PNG,Indo-Pacific,8.8,31.9,-0.53889,119.61658,0.08917,398408,107474,9659
535,2273,2003,Western Pacific,Indo-Pacific,28.8,10,1.22599,134.52433,7.2585,21206,20800,17291
536,2274,2004,Western Pacific,Indo-Pacific,24.4,65.6,-1.12348,144.6545,13.45417,176114,172689,151627
537,2275,2004,GBR,GBR,34.4,35.6,0.49515,145.56267,-16.38317,172478,29925,2810
538,2277,2004,GBR,GBR,11.3,53.1,-1.24454,145.77742,-15.51281,10115,0,0
539,2278,2004,GBR,GBR,8.8,54.4,-1.40782,146.55633,-13.88833,0,0,0
540,2280,2004,SW Pacific,Indo-Pacific,15,26.3,-0.03413,166.2965,-22.29383,134124,107126,91808
541,2281,2004,SW Pacific,Indo-Pacific,11.9,11.9,0.37726,166.38567,-22.258,133235,111883,94385
542,2282,2006,SW Pacific,Indo-Pacific,9.4,18.1,0.02088,166.42383,-22.333,130174,108917,91998
543,2283,2006,SW Pacific,Indo-Pacific,32.5,33.1,0.50544,166.45533,-22.316,130029,110305,93416
544,2284,1998,W. Australia,Indo-Pacific,6.9,53.1,-1.44581,113.96528,-21.90944,3869,1014,469
545,2285,2003,E. Indian Ocean,Indo-Pacific,0.6,8.1,0.00454,95.27028,5.85472,829079,418443,24697
546,2286,2005,SE Pacific,Indo-Pacific,5.6,37.5,-0.89989,-145.81997,-16.15022,2252,640,267
547,2287,2006,GBR,GBR,4.4,63.8,-1.97115,145.69083,-14.91556,217,4,0
548,2288,1998,W. Australia,Indo-Pacific,5,56.9,-1.67689,113.78,-28.70194,26433,8275,1285
549,2289,2005,SE Pacific,Indo-Pacific,11.3,48.8,-1.07558,-145.616,-16.25767,1635,622,506
550,2290,2005,SW Pacific,Indo-Pacific,38.1,10.6,1.63315,159.84667,-18.91967,0,0,0
551,2291,2000,E. Indian Ocean,Indo-Pacific,3.8,15.6,-0.14135,100.35333,-1.13389,2932231,1158240,514429
552,2293,2002,South China Sea,Indo-Pacific,5.6,15.6,-0.05509,103.29031,9.17033,856,824,824
553,2297,2003,South China Sea,Indo-Pacific,4.1,35.3,-0.88729,104.01172,9.95689,873095,83590,24167
554,2298,2003,South China Sea,Indo-Pacific,13.1,19.1,0.15719,104.01683,9.97478,908879,83634,28385
555,2299,2003,South China Sea,Indo-Pacific,2.8,42.2,-1.2103,104.01714,9.91442,828883,79136,21542
556,2300,2003,South China Sea,Indo-Pacific,9.7,49.4,-1.1716,104.02033,9.91878,840237,79136,21542
557,2301,2002,South China Sea,Indo-Pacific,20,64.4,-1.27647,104.21744,9.39042,773081,9290,0
558,2302,2002,South China Sea,Indo-Pacific,7.2,38.8,-0.87628,104.23331,9.393,804743,9290,0
559,2303,2002,South China Sea,Indo-Pacific,3.8,37.8,-0.99821,104.23661,9.38333,837732,9290,0
560,2304,2002,South China Sea,Indo-Pacific,5.6,50,-1.38263,104.23833,9.38992,847528,9290,0
561,2305,2003,South China Sea,Indo-Pacific,2.2,42.8,-1.26319,104.28889,10.00475,2098529,151352,574
562,2308,2002,W Indonesia,Indo-Pacific,9.4,21.3,-0.09981,106.55144,-5.73336,25999288,2152072,15171
563,2310,2002,W Indonesia,Indo-Pacific,11.6,35,-0.53019,106.56622,-5.73219,25984794,2204757,15028
564,2311,2000,South China Sea,Indo-Pacific,0.6,31.3,-0.88854,106.56325,8.66686,129855,3118,3118
565,2313,2002,South China Sea,Indo-Pacific,26.3,51.9,-0.5062,106.63233,8.63972,22327,3118,3118
566,2314,1999,South China Sea,Indo-Pacific,14.4,5,0.75778,106.64764,8.69294,63319,3118,3118
567,2315,2001,South China Sea,Indo-Pacific,9.7,36.6,-0.67679,106.64806,8.87722,565854,3118,2342
568,2316,2002,South China Sea,Indo-Pacific,4.4,24.4,-0.45051,108.47808,15.94561,3164358,1809910,300503
569,2319,2002,South China Sea,Indo-Pacific,0.6,10,-0.06787,108.52881,15.92997,3187345,1722261,179642
570,2320,2001,South China Sea,Indo-Pacific,1.9,64.4,-2.1103,108.85939,11.33303,2109915,700632,156431
571,2321,2001,South China Sea,Indo-Pacific,1.6,45.9,-1.41263,108.90542,11.32158,2019724,665692,146015
572,2323,2002,South China Sea,Indo-Pacific,12.8,15,0.2997,109.10847,12.14686,2693294,1023984,672458
573,2324,2002,South China Sea,Indo-Pacific,0.6,50,-1.61265,109.19886,11.70461,2182283,729176,217395
574,2325,2002,South China Sea,Indo-Pacific,1.3,67.5,-2.25974,109.15372,11.60536,2141150,700060,345232
575,2326,2002,South China Sea,Indo-Pacific,2.5,42.2,-1.22468,109.16067,11.67081,2228806,749749,323806
576,2327,2002,South China Sea,Indo-Pacific,5.6,13.8,0.01732,109.16125,11.61808,2156863,718602,316141
577,2328,2002,South China Sea,Indo-Pacific,16.3,20.6,0.24061,109.29167,12.16694,2386371,975577,495075
578,2329,2002,South China Sea,Indo-Pacific,33.8,45,0.10434,109.29639,12.17139,2374677,974482,496814
579,2330,2002,South China Sea,Indo-Pacific,19.1,7.5,0.87688,109.17633,12.10928,2431869,995134,664684
580,2333,2002,South China Sea,Indo-Pacific,16.3,50,-0.89383,109.19444,12.13278,2489064,1005582,632249
581,2334,2002,South China Sea,Indo-Pacific,40.3,22.5,1.27517,109.20844,11.716,2176495,727794,174698
582,2335,2002,South China Sea,Indo-Pacific,3.1,39.4,-1.08731,109.21425,12.16378,2541103,1009718,591559
583,2336,2001,South China Sea,Indo-Pacific,3.3,23,-0.44652,109.21489,12.62708,2519997,1244817,320327
584,2337,2002,South China Sea,Indo-Pacific,3.4,9.7,0.07358,109.22525,12.18286,2522693,1005277,586386
585,2340,1999,South China Sea,Indo-Pacific,3.8,25.6,-0.52754,109.40222,12.47933,2047761,882293,53736
586,2344,2000,South China Sea,Indo-Pacific,2.8,22.5,-0.44998,109.51889,12.28439,2006490,672643,6081
587,2345,1999,South China Sea,Indo-Pacific,0.6,41.9,-1.29887,109.51514,12.28231,2023398,687248,6081
588,2348,2000,South China Sea,Indo-Pacific,70.6,45,1.80074,109.21,18.21,1925914,724959,84243
589,2350,1998,Philippines_Spra,Indo-Pacific,1.3,33.8,-0.95633,119.16944,10.47,351622,135615,26751
590,2351,1998,Philippines_Spra,Indo-Pacific,0.6,30.6,-0.8644,119.15028,10.50111,349883,128562,19210
591,2354,2000,W Indonesia,Indo-Pacific,1.9,50,-1.55514,110.42361,-5.91556,1199380,8650,7328
592,2355,2001,South China Sea,Indo-Pacific,2.5,66.9,-2.17809,114.2665,22.53733,32244792,16640260,5364713
593,2356,2001,South China Sea,Indo-Pacific,0.6,33.8,-0.98508,114.28017,22.52733,31785419,16050689,5787922
594,2358,2001,South China Sea,Indo-Pacific,1.9,46.9,-1.43446,114.28928,22.36481,28420214,12602556,6287878
595,2359,2001,South China Sea,Indo-Pacific,6.3,45.6,-1.18492,114.29733,22.3285,27448886,11660478,5941352
596,2364,2002,South China Sea,Indo-Pacific,3.1,68.8,-2.22175,114.32344,22.47461,29987540,14606960,6089209
597,2365,1997,South China Sea,Indo-Pacific,18.1,53.1,-0.92826,114.33167,22.47083,29781037,14446049,6176119
598,2366,2001,South China Sea,Indo-Pacific,6.3,51.3,-1.40215,114.31667,22.52117,30890877,15429000,5365734
599,2367,2003,South China Sea,Indo-Pacific,1.9,33.8,-0.92758,114.34217,22.25583,24529508,9783833,4763496
600,2369,2002,South China Sea,Indo-Pacific,0.6,15.6,-0.28511,114.34894,22.26372,24582167,9873915,4736085
601,2372,2001,South China Sea,Indo-Pacific,6.9,56.9,-1.59063,114.36917,22.35267,26473193,11688713,5372253
602,2373,2001,South China Sea,Indo-Pacific,1.3,50,-1.5839,114.43089,22.54833,28400412,14005703,3509556
603,2374,2003,South China Sea,Indo-Pacific,1.3,72.5,-2.45283,114.43958,22.54167,28102809,13685251,3437520
604,2375,2002,W Indonesia,Indo-Pacific,12.8,23.4,-0.02615,114.49756,-8.09331,6101144,1548357,304440
605,2376,1999,W Indonesia,Indo-Pacific,3.4,14.4,-0.10745,114.50314,-8.09594,6264279,1508836,318742
606,2379,2000,W Indonesia,Indo-Pacific,6.9,55,-1.51822,115.00694,5.81444,241287,0,0
607,2381,2000,W Indonesia,Indo-Pacific,28.8,51.3,-0.36706,115.05917,5.77167,314760,8995,0
608,2382,2003,E. Indian Ocean,Indo-Pacific,1.3,27.5,-0.71496,115.51367,-8.53097,5221531,2486258,754912
609,2383,2003,E Indonesia_PNG,Indo-Pacific,2.8,27.8,-0.65515,116.03917,-8.25056,4928425,1290742,100375
610,2384,2003,E Indonesia_PNG,Indo-Pacific,15,10,0.59344,116.04306,-8.34528,5203460,1770369,358957
611,2385,2003,E Indonesia_PNG,Indo-Pacific,7.5,12.8,0.13979,116.05139,-8.35056,5084474,1785136,393078
612,2386,2003,E Indonesia_PNG,Indo-Pacific,16.6,17.2,0.38774,116.09167,-8.35667,4680674,1969807,474131
613,2387,2003,E Indonesia_PNG,Indo-Pacific,18.4,2.5,1.04122,116.05278,-8.34167,5026044,1757359,261815
614,2388,2003,E Indonesia_PNG,Indo-Pacific,18.1,45,-0.61448,116.08278,-8.34278,4770309,1876917,402515
615,2395,2000,W Indonesia,Indo-Pacific,0.6,13.8,-0.2127,117.09267,7.10472,235557,72788,29068
616,2398,2000,W Indonesia,Indo-Pacific,1.3,19.4,-0.40118,117.09767,7.1105,235111,72303,30048
617,2399,2000,W Indonesia,Indo-Pacific,3.8,11.3,0.02761,117.10733,7.11767,229956,68745,30829
618,2400,2000,W Indonesia,Indo-Pacific,6.9,15.6,0.00242,117.11617,7.12,230116,68581,32215
619,2401,2000,W Indonesia,Indo-Pacific,25,21.3,0.61901,117.1215,7.131,229052,66478,31697
620,2402,2000,W Indonesia,Indo-Pacific,8.8,21.9,-0.1527,117.1235,7.10233,235408,69100,31739
621,2403,2000,W Indonesia,Indo-Pacific,1.6,13.1,-0.14543,117.12617,7.11667,229364,67512,32733
622,2404,2000,W Indonesia,Indo-Pacific,2.5,48.8,-1.47812,117.12667,7.13267,228606,65480,31697
623,2405,2000,W Indonesia,Indo-Pacific,27.5,15,0.97539,117.133,7.12233,227523,67512,31697
624,2407,2000,W Indonesia,Indo-Pacific,22.2,14.4,0.75513,117.15,7.134,222806,61998,32576
625,2408,1999,W Indonesia,Indo-Pacific,8.8,33.8,-0.6113,117.10519,7.11578,231684,69931,30267
626,2409,1999,W Indonesia,Indo-Pacific,15.3,26.6,-0.03182,117.11836,7.11703,228945,68745,32733
627,2410,2000,W Indonesia,Indo-Pacific,12.8,12.2,0.40832,117.12564,7.11647,229364,67512,32733
628,2412,1999,W Indonesia,Indo-Pacific,8.8,18.8,-0.03201,118.756,4.56928,410032,102331,16237
629,2415,1999,W Indonesia,Indo-Pacific,4.7,39.1,-1.00336,118.83006,4.64722,387203,69188,1765
630,2416,2000,E Indonesia_PNG,Indo-Pacific,9.4,65.6,-1.81354,118.9645,-4.69744,2595707,32143,9792
631,2417,2000,E Indonesia_PNG,Indo-Pacific,3.4,36.3,-0.95225,118.95167,-4.70139,2574358,29104,9792
632,2419,1999,E Indonesia_PNG,Indo-Pacific,1.9,38.1,-1.09654,119.33886,-5.33886,3747403,2299778,1447072
633,2421,2000,Philippines_Spra,Indo-Pacific,13.1,4.4,0.72441,119.67583,11.12583,202843,93553,25271
634,2422,2002,E Indonesia_PNG,Indo-Pacific,4.3,39.8,-1.05069,119.80839,0.13989,442944,167341,47202
635,2423,2000,E Indonesia_PNG,Indo-Pacific,0.6,27.5,-0.74371,119.82167,-8.52389,767739,141229,39390
636,2429,2003,E Indonesia_PNG,Indo-Pacific,1.9,36.3,-1.02413,121.66778,-0.85333,281889,77077,42730
637,2431,1999,E Indonesia_PNG,Indo-Pacific,3.8,49.4,-1.44475,122.00447,-0.25694,223742,39645,20523
638,2432,1999,E Indonesia_PNG,Indo-Pacific,10.9,15.9,0.17724,122.02153,-0.42586,220215,40077,24943
639,2437,2001,E Indonesia_PNG,Indo-Pacific,6.3,56.9,-1.61938,123.48944,-5.32581,515162,101681,51701
640,2438,2001,E Indonesia_PNG,Indo-Pacific,4.4,31.9,-0.74016,123.51853,-5.27108,441681,94096,51701
641,2439,2001,E Indonesia_PNG,Indo-Pacific,6.3,31.9,-0.6539,123.52125,-5.38142,408044,93524,51941
642,2447,2001,E Indonesia_PNG,Indo-Pacific,0.6,45,-1.41955,123.74867,-5.44833,193296,89887,37689
643,2448,2001,E Indonesia_PNG,Indo-Pacific,1.3,29.4,-0.78737,123.76572,-5.56997,157240,99044,22581
644,2449,2001,E Indonesia_PNG,Indo-Pacific,2.5,23.8,-0.51263,123.77014,-5.57422,157240,99044,22581
645,2450,2001,E Indonesia_PNG,Indo-Pacific,0.6,19.4,-0.42993,123.82222,-5.81283,130968,55192,27165
646,2451,2001,E Indonesia_PNG,Indo-Pacific,3.8,49.4,-1.44475,123.86336,-5.77297,127677,55423,30883
647,2453,2001,E Indonesia_PNG,Indo-Pacific,8.8,60.6,-1.6492,123.89053,-5.75292,126659,55423,36202
648,2454,2001,E Indonesia_PNG,Indo-Pacific,0.6,72.5,-2.48158,123.89167,-5.76389,123839,55423,33745
649,2455,2001,E Indonesia_PNG,Indo-Pacific,3.8,45.6,-1.29993,123.89306,-5.75586,123839,55423,33756
650,2456,2001,E Indonesia_PNG,Indo-Pacific,15.6,23.8,0.09117,123.90378,-5.78006,119250,54713,31794
651,2457,2001,E Indonesia_PNG,Indo-Pacific,10.6,40,-0.76641,123.97633,-5.90836,106473,49430,35684
652,2458,2001,E Indonesia_PNG,Indo-Pacific,10,7.5,0.45996,123.99183,-5.82461,106473,53344,35714
653,2459,2000,Taiwan_Japan,Indo-Pacific,16.6,44.1,-0.65015,124.18086,24.44597,49270,47671,44557
654,2460,2000,E Indonesia_PNG,Indo-Pacific,65,24.4,2.33849,124.75361,-1.62083,66301,33560,6725
655,2461,2002,E Indonesia_PNG,Indo-Pacific,27.8,37.8,0.10876,124.7675,-1.60111,66301,32608,5506
656,2462,2002,E Indonesia_PNG,Indo-Pacific,24.4,38.1,-0.06144,124.87522,1.62672,1449079,1070607,510299
657,2463,2002,Taiwan_Japan,Indo-Pacific,24.4,31.3,0.20406,127.29125,26.19794,1241136,818531,2143
658,2464,2000,Taiwan_Japan,Indo-Pacific,20.3,44.1,-0.47764,127.29394,26.23461,1242201,855931,2196
659,2465,1998,South China Sea,Indo-Pacific,0.6,60.9,-2.03505,109.49972,12.285,2058346,704781,6779
660,2467,2002,Western Pacific,Indo-Pacific,8.1,59.4,-1.62967,134.49297,7.31428,21206,20895,18167
661,2468,2002,Western Pacific,Indo-Pacific,18.8,37.5,-0.29608,134.52731,7.25919,21206,20800,17291
662,2469,2002,Western Pacific,Indo-Pacific,20.3,42.8,-0.42936,138.18839,9.609,13777,13777,13777
663,2470,2002,Western Pacific,Indo-Pacific,21.3,48.4,-0.60347,138.20489,9.54006,13777,13777,13777
664,2471,1998,Western Pacific,Indo-Pacific,21.9,27.5,0.23388,144.65,13.43333,175288,172689,136561
665,2472,2006,GBR,GBR,0.6,56.9,-1.87816,146.55722,-13.88722,0,0,0
666,2473,2001,Western Pacific,Indo-Pacific,12.2,33.8,-0.45316,144.64078,13.33628,172885,172689,90680
667,2474,1999,Western Pacific,Indo-Pacific,10.6,12.5,0.29562,144.64556,13.33917,172885,172689,90680
668,2475,2001,Western Pacific,Indo-Pacific,26.9,51.9,-0.47745,144.83133,13.598,176902,172689,146647
669,2476,1999,Western Pacific,Indo-Pacific,8.8,17.5,0.01626,145.18583,14.1745,152964,4213,4213
670,2477,2000,Western Pacific,Indo-Pacific,11.9,45.6,-0.92614,145.1885,14.17083,152372,4213,4213
671,2478,2001,GBR,GBR,5.6,21.3,-0.27232,145.56056,-16.3835,172479,29933,2810
672,2479,1999,GBR,GBR,22.5,21.3,0.504,145.56569,-16.38278,172462,29782,2810
673,2480,2002,E Indonesia_PNG,Indo-Pacific,24.4,30.3,0.24027,145.75,-5.175,268681,57932,14679
674,2481,1999,GBR,GBR,11.9,53.1,-1.21579,145.77039,-15.39836,6691,0,0
675,2482,1999,E Indonesia_PNG,Indo-Pacific,30.6,14.4,1.14329,145.77417,-5.09667,226979,51134,14073
676,2483,2003,GBR,GBR,10,44.4,-0.96413,145.77883,-15.51417,10114,0,0
677,2484,2002,E Indonesia_PNG,Indo-Pacific,6.9,13.8,0.07483,145.80556,-5.13889,236319,48454,11155
678,2486,2002,E Indonesia_PNG,Indo-Pacific,5,36.9,-0.9045,145.80556,-5.15833,243030,49633,11422
679,2487,1999,E Indonesia_PNG,Indo-Pacific,32.5,37.5,0.33648,145.80417,-5.13833,236861,48725,11426
680,2488,1999,GBR,GBR,20,36.9,-0.21444,145.8325,-16.04806,119574,1994,0
681,2489,2001,E Indonesia_PNG,Indo-Pacific,1.3,28.8,-0.76324,145.81667,-5.13333,231957,47370,10884
682,2490,1999,GBR,GBR,12.5,48.1,-0.99394,145.84686,-16.24553,159987,1926,0
683,2492,1999,E Indonesia_PNG,Indo-Pacific,30,43.4,-0.00784,145.9705,-5.03583,167393,26652,1652
684,2493,1999,E Indonesia_PNG,Indo-Pacific,32.5,45,0.04683,145.97417,-5.07,172228,26379,1703
685,2495,2002,GBR,GBR,50.6,9.4,2.25647,145.99917,-16.942,196422,147730,47680
686,2496,1999,SE Pacific,Indo-Pacific,0.9,55.6,-1.81551,-146.4175,-15.56917,2255,1473,396
687,2497,1999,GBR,GBR,26.9,32.5,0.2708,146.52353,-13.80069,0,0,0
688,2498,2003,GBR,GBR,6.3,36.3,-0.82286,146.546,-13.81233,0,0,0
689,2500,2002,E Indonesia_PNG,Indo-Pacific,5,55,-1.60448,147.29,-9.58667,379137,302773,177819
690,2501,2002,E Indonesia_PNG,Indo-Pacific,10.6,31.9,-0.45263,147.295,-9.54333,384328,305369,244497
691,2502,2002,E Indonesia_PNG,Indo-Pacific,9.4,36.9,-0.70323,147.29667,-9.525,386364,305953,245730
692,2503,1999,E Indonesia_PNG,Indo-Pacific,28.1,35,0.23176,149.42617,-9.09061,92287,7605,1338
693,2504,2000,E Indonesia_PNG,Indo-Pacific,10.3,70.9,-1.97558,149.49167,-9.04167,83257,4917,427
694,2505,1999,GBR,GBR,20.6,60,-1.07876,145.64139,-14.65778,166,0,0
695,2506,2003,GBR,GBR,6.9,53.8,-1.46995,145.68967,-14.917,218,4,0
696,2509,2002,E Indonesia_PNG,Indo-Pacific,38.1,18.8,1.31936,150.43589,-2.66317,28464,19455,7913
697,2515,2003,Hawaiian Islands,Indo-Pacific,1.9,11.3,-0.05864,-159.35583,21.95333,62985,62823,49228
698,2518,2001,Western Pacific,Indo-Pacific,31.3,77.5,-1.2658,162.90036,5.31111,10270,10270,10270
699,2519,2000,Western Pacific,Indo-Pacific,19.4,58.8,-1.08799,162.902,5.27264,10270,10270,10270
700,2520,2000,Western Pacific,Indo-Pacific,8.8,48.1,-1.16645,162.91698,5.27169,10270,10270,10270
701,2521,2006,Western Pacific,Indo-Pacific,1.3,42.5,-1.29425,162.97106,5.3655,10270,10270,10270
702,2523,2002,Western Pacific,Indo-Pacific,10.6,46.3,-1.00778,162,5,0,0,0
703,2525,2002,Western Pacific,Indo-Pacific,14.4,76.3,-1.99385,169.6445,6.04294,2617,1785,1112
704,2526,2002,Western Pacific,Indo-Pacific,25.9,41.3,-0.11025,169.64644,5.95114,2617,1785,1630
705,2527,1997,GBR,GBR,6.6,29.7,-0.55504,145.56417,-16.38278,172470,29925,2810
706,2528,1997,Western Pacific,Indo-Pacific,13.1,51.3,-1.08587,145.79083,16.01556,72465,0,0
707,2529,1997,GBR,GBR,28.8,37.5,0.16396,146.23806,-16.85083,179956,9307,0
708,2534,2002,SE Pacific,Indo-Pacific,0.6,39.4,-1.20232,-175.16278,-21.1175,74740,74479,68988
709,2535,2001,SW Pacific,Indo-Pacific,31.9,2.5,1.6594,176.85944,-17.73667,200007,1403,19
710,2536,2001,SW Pacific,Indo-Pacific,24.4,6.9,1.14541,176.86361,-17.73806,200511,1403,19
711,2537,2001,SW Pacific,Indo-Pacific,32.5,6.3,1.54333,176.87056,-17.72972,205815,1403,50
712,2539,2002,SW Pacific,Indo-Pacific,21.3,22.5,0.39822,177.10883,-17.72767,319790,78404,548
713,2540,2002,SW Pacific,Indo-Pacific,12.5,41.3,-0.72843,177.138,-17.7375,336111,93823,1282
714,2541,2002,SW Pacific,Indo-Pacific,25,20.6,0.64315,177.251,-17.65083,378309,140657,15819
715,2542,2003,SW Pacific,Indo-Pacific,14.4,3.1,0.83019,177.26767,-18.05717,370766,100652,19228
716,2543,2003,SW Pacific,Indo-Pacific,5.6,22.5,-0.3206,177.26767,-18.065,366087,100148,18212
717,2544,2003,SW Pacific,Indo-Pacific,12.5,30,-0.29396,177.33683,-17.58317,412734,170324,30081
718,2545,2002,SW Pacific,Indo-Pacific,10.6,38.8,-0.71814,177.3385,-17.58367,412734,170324,30081
719,2546,2003,SW Pacific,Indo-Pacific,5,21.9,-0.32521,177.35333,-17.539,412797,171976,26088
720,2547,2002,SW Pacific,Indo-Pacific,8.8,32.5,-0.56303,177.354,-17.52367,412343,168466,22450
721,2548,2002,SW Pacific,Indo-Pacific,14.4,30.6,-0.23184,177.38017,-17.43983,404496,145369,12652
722,2550,2003,SW Pacific,Indo-Pacific,40,36.9,0.70565,177.71283,-18.22033,634281,122480,24065
723,2551,2002,SW Pacific,Indo-Pacific,40.6,10.6,1.74816,177.13883,-17.65667,331249,86939,528
724,2553,2003,SW Pacific,Indo-Pacific,27.8,35,0.21738,178.21617,-17.29267,638072,108634,10613
725,2554,2003,SW Pacific,Indo-Pacific,21.4,38.6,-0.21877,178.27389,-16.83911,210769,13568,598
726,2555,2003,SW Pacific,Indo-Pacific,17.2,31.3,-0.12659,178.274,-16.82914,202666,14027,650
727,2556,2003,SW Pacific,Indo-Pacific,6.3,28.1,-0.50908,178.27561,-16.80739,184402,13538,650
728,2557,2003,SW Pacific,Indo-Pacific,9.4,39.7,-0.81185,178.29389,-16.79403,170135,14687,1397
729,2558,2003,SW Pacific,Indo-Pacific,6.3,32.5,-0.67804,178.29808,-16.84086,209718,14958,1397
730,2559,2003,SW Pacific,Indo-Pacific,48,32.2,1.25327,178.30508,-16.8385,204935,16253,1397
731,2560,2003,SW Pacific,Indo-Pacific,21.4,38.4,-0.21009,178.30861,-16.79658,172119,16961,1683
732,2561,2003,SW Pacific,Indo-Pacific,15.2,34.8,-0.35883,178.31106,-16.83969,206997,17162,1397
